command,class,tags,syntax,help
StarterPack,starterpack.commands.StarterPackCommand,"cheat,campaign,starterpack",starterpack [apply|list|info|status|off] [template_name],"Stamps a StarterPack template onto the current campaign. 'starterpack' or 'starterpack apply' applies the active template; 'starterpack apply <name>' applies a specific one. Re-applying in a campaign that already had one applied needs 'starterpack apply <name> force'. 'list' shows every saved template, 'info' summarises one, 'status' reports the active template and whether auto-apply is on, 'off' turns auto-apply off. Build templates from the STARTER PACK button on the main menu."
